UKREIS,UJAHR,UMONAT,UTAG,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP,LICHT,USTRZUSTAND,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstige,@lon,@lat
12,16,7,0,18,1,2,0,1,0,1,1,0,0,0,0,0,13.832562,51.029495
12,16,7,0,10,4,3,5,3,0,0,1,1,0,0,0,0,13.828058,51.026542
13,16,7,0,15,5,3,3,6,0,0,1,1,0,0,0,0,12.371129,51.396007
13,16,7,0,10,3,3,5,3,0,0,1,0,0,0,0,1,12.371004,51.33399
13,16,7,0,18,5,3,3,6,0,0,1,1,0,0,0,0,12.36418,51.327503
26,16,7,0,10,3,3,1,5,0,0,1,1,0,0,0,0,14.827909,51.046547
21,16,7,0,9,2,2,5,2,0,0,1,0,0,0,0,1,12.967847,50.646198
13,16,7,0,19,5,3,5,3,0,0,1,0,0,1,0,0,12.405803,51.345537
13,16,7,0,10,3,3,0,1,0,0,1,0,0,0,0,0,12.385787,51.296385
11,16,7,0,6,2,3,5,3,0,0,1,1,0,0,0,0,12.923775,50.835209
25,16,7,0,12,5,3,5,2,0,0,1,1,0,0,0,0,14.432843,51.178839
13,16,7,0,21,7,3,4,2,1,0,1,1,0,0,0,0,12.388681,51.335285
27,16,7,0,9,5,3,5,3,0,0,1,0,0,0,0,0,13.450801,51.411429
12,16,8,0,7,5,3,0,1,0,0,1,0,0,0,0,0,13.766556,51.04157
13,16,7,0,18,7,3,6,6,0,0,1,0,1,0,0,0,12.378722,51.344696
12,16,7,0,16,5,2,5,2,0,1,1,1,0,0,0,0,13.702267,51.045859
26,16,7,0,12,3,3,0,1,0,0,1,0,0,0,0,0,14.853419,51.195257
25,16,8,0,18,2,2,5,3,0,0,1,1,0,0,0,0,14.435319,51.177992
12,16,7,0,9,7,3,5,2,0,0,1,1,0,0,0,0,13.808396,51.045279
26,16,7,0,1,7,3,0,7,2,0,1,0,0,0,0,0,14.987076,51.154136
12,16,7,0,19,7,2,0,1,0,0,1,0,0,0,0,0,13.824592,51.013743
13,16,8,0,9,3,3,3,2,0,1,1,1,0,0,0,0,12.376591,51.351165
13,16,7,0,15,5,3,5,3,0,0,1,1,0,0,0,0,12.407336,51.382725
28,16,7,0,9,3,2,0,7,0,1,1,0,0,0,0,0,14.222326,50.894993
12,16,7,0,16,3,3,5,2,0,0,1,1,0,0,0,0,13.767805,51.026093
25,16,7,0,7,1,2,8,1,1,1,1,1,0,0,0,0,14.435169,51.18782
29,16,8,0,14,4,3,5,3,0,1,1,1,0,0,0,0,12.570441,51.354099
12,16,7,0,10,7,2,5,3,0,0,1,1,0,0,0,0,13.711986,51.025569
12,16,7,0,16,4,2,3,6,0,0,1,1,0,0,0,1,13.770092,51.057191
12,16,7,0,14,3,3,0,1,0,0,1,0,0,0,0,0,13.755584,51.056229
25,16,7,0,0,1,2,9,1,2,0,1,0,0,0,0,0,14.418988,51.187975
12,16,7,0,14,3,2,6,4,0,0,1,0,1,0,0,0,13.795528,51.04284
22,16,7,0,14,7,3,9,1,0,0,1,0,0,0,0,0,13.035376,50.913547
26,16,8,0,19,3,3,5,3,0,0,1,1,0,0,0,0,14.801011,50.884578
12,16,8,0,9,5,3,0,7,0,0,1,1,0,0,0,0,13.729885,51.055
12,16,8,0,8,2,3,1,5,0,0,1,1,0,0,0,0,13.759703,51.065909
25,16,7,0,10,3,3,0,1,0,0,1,0,0,0,0,0,13.916341,51.106781
26,16,7,0,18,5,3,8,7,0,0,1,0,0,0,0,0,14.826986,51.28769
12,16,8,0,8,2,3,5,3,0,0,1,1,0,0,0,0,13.765341,51.04698
25,16,8,0,13,5,3,4,2,0,0,1,1,0,0,0,0,14.257805,51.438892
12,16,8,0,11,5,3,5,3,0,0,1,1,0,0,0,0,13.711971,51.080939
22,16,7,0,11,7,3,8,1,0,0,1,0,0,0,0,0,13.492449,50.725908
30,16,7,0,18,4,2,4,6,0,0,1,0,0,0,0,0,12.343348,51.521678
24,16,7,0,14,2,3,5,3,0,0,1,1,0,0,0,0,12.486723,50.719349
23,16,7,0,14,6,3,0,7,0,0,1,0,0,0,0,0,12.115051,50.43683
24,16,7,0,15,6,3,3,2,0,0,1,1,0,0,0,0,12.771353,50.864334
13,16,7,0,13,7,3,0,1,0,0,1,0,0,0,0,0,12.376808,51.343302
24,16,7,0,15,6,3,0,1,0,0,1,0,0,0,0,0,12.547849,50.822624
29,16,7,0,17,6,3,5,3,0,0,1,1,0,0,0,0,12.384156,51.202106
26,16,8,0,11,3,3,6,4,0,0,1,0,1,0,0,0,14.976402,51.144397
29,16,7,0,19,4,3,0,3,0,0,1,0,0,1,0,0,12.494734,51.124714
27,16,7,0,15,5,3,0,1,0,0,1,0,0,0,0,0,13.45753,51.15807
24,16,7,0,19,7,3,0,7,0,0,1,0,0,0,0,0,12.520624,50.732232
13,16,7,0,20,6,3,5,3,1,0,1,1,0,0,0,0,12.335995,51.341265
26,16,8,0,18,3,2,0,1,0,0,1,1,0,0,0,0,14.992292,51.160135
13,16,7,0,8,4,3,5,3,0,0,1,1,0,0,0,0,12.369466,51.323315
12,16,7,0,19,5,3,3,7,1,0,1,1,0,0,0,0,13.838081,51.004779
30,16,7,0,7,2,3,5,3,0,0,1,0,0,0,0,0,12.487555,51.380692
13,16,7,0,7,6,3,0,1,0,0,1,0,0,0,0,0,12.293084,51.359304
13,16,7,0,8,4,3,2,6,0,0,1,1,0,0,0,0,12.366726,51.367273
13,16,7,0,23,2,3,4,6,2,0,1,0,0,0,0,0,12.405954,51.349605
23,16,7,0,12,7,3,1,5,0,0,1,1,0,0,0,0,12.126837,50.495827
12,16,8,0,21,4,3,5,3,2,0,1,0,0,0,0,0,13.710486,51.077552
13,16,7,0,15,6,3,0,7,0,0,1,0,0,0,0,0,12.373606,51.327487
12,16,8,0,7,2,2,5,3,0,0,1,1,0,0,0,0,13.704244,51.096672
13,16,7,0,11,6,3,4,6,0,0,1,0,0,0,0,0,12.313786,51.320449
11,16,8,0,7,5,3,5,3,0,1,1,1,0,0,0,0,12.907239,50.8225
12,16,8,0,17,4,3,5,2,0,1,1,1,0,0,0,0,13.702132,51.034917
13,16,7,0,18,4,3,5,3,0,0,1,1,0,0,0,0,12.376946,51.34485
29,16,7,0,17,6,2,4,6,0,0,1,1,0,0,0,0,12.38499,51.235636
13,16,7,0,9,3,3,0,7,0,0,1,0,0,0,0,0,12.385498,51.373806
13,16,7,0,14,4,3,4,2,0,0,1,1,0,0,0,0,12.371424,51.331586
13,16,7,0,12,7,3,6,4,0,0,1,0,1,0,0,0,12.42976,51.341863
11,16,8,0,23,5,2,5,3,2,0,1,0,0,0,0,0,12.935392,50.831345
13,16,7,0,11,6,3,5,3,0,0,1,1,0,0,0,0,12.407483,51.351309
13,16,7,0,17,4,3,4,2,0,0,1,1,0,0,0,0,12.411381,51.331018
12,16,7,0,6,2,3,0,1,1,0,1,0,0,0,0,0,13.756036,51.045956
27,16,7,0,18,7,2,5,3,0,0,1,1,0,0,0,0,13.65364,51.12765
26,16,7,0,16,4,3,5,3,0,1,1,1,0,0,0,0,14.805781,50.896938
12,16,7,0,9,2,2,0,6,0,0,1,0,0,0,0,1,13.745355,51.03895
12,16,7,0,15,7,3,5,3,0,0,1,1,0,0,0,0,13.78078,51.116129
13,16,7,0,19,4,3,4,2,0,0,1,1,0,0,0,0,12.411135,51.34207
25,16,7,0,19,6,3,5,2,0,0,1,1,0,0,0,0,14.262996,51.439869
25,16,7,0,19,6,3,4,2,0,0,1,1,0,0,0,0,14.269811,51.442872
12,16,8,0,16,3,2,5,2,0,0,1,1,0,0,0,0,13.811505,51.012815
23,16,7,0,7,2,3,5,3,0,0,1,1,0,0,0,0,12.13299,50.494869
25,16,7,0,15,6,3,5,3,0,0,1,1,0,0,0,0,14.428315,51.182384
27,16,7,0,6,6,3,0,7,0,0,1,0,0,0,0,0,13.568976,51.147677
25,16,7,0,16,6,2,5,3,0,0,1,1,0,0,0,0,14.09465,51.454138
12,16,7,0,19,4,3,5,2,0,0,1,0,0,0,0,1,13.746468,51.115439
13,16,7,0,8,4,3,5,3,0,0,1,1,0,0,0,0,12.366016,51.324271
11,16,8,0,15,3,2,1,5,0,0,1,1,0,0,0,0,12.894591,50.836662
12,16,8,0,19,1,3,0,1,0,0,1,0,0,0,0,0,13.840766,51.0209
30,16,8,0,18,1,3,1,1,0,0,1,1,0,0,0,0,12.45358,51.555706
28,16,8,0,15,3,3,6,4,0,0,1,0,1,0,0,0,13.643696,50.990678
13,16,8,0,14,2,3,5,3,0,0,1,1,0,0,0,0,12.48404,51.342913
13,16,8,0,21,7,3,1,3,2,0,1,1,0,0,0,0,12.381936,51.338613
25,16,8,0,14,2,2,6,7,0,0,1,0,1,0,0,0,14.093369,51.448289
13,16,8,0,15,5,3,5,2,0,0,1,1,0,0,0,0,12.376355,51.348985
12,16,8,0,10,3,2,0,7,0,0,1,1,0,0,0,0,13.661765,51.068294
13,16,8,0,8,5,3,5,3,0,0,1,1,0,0,0,0,12.333006,51.298738
13,16,8,0,18,1,3,0,3,0,0,1,1,0,0,0,0,12.343785,51.341129
25,16,8,0,19,3,3,1,5,1,0,1,1,0,0,0,0,13.822223,51.180947
26,16,8,0,14,5,2,5,3,0,0,1,1,0,0,0,0,14.61987,51.508699
12,16,8,0,11,2,3,5,2,0,0,1,1,0,0,0,0,13.748477,51.053525
26,16,8,0,7,4,2,5,3,0,0,1,0,0,0,0,0,14.892931,51.228919
13,16,8,0,18,3,3,1,7,0,0,1,1,0,0,0,0,12.40397,51.366288
13,16,8,0,14,4,3,5,2,0,0,1,1,0,0,0,0,12.29891,51.41265
24,16,8,0,6,3,3,3,6,0,0,1,0,0,0,0,1,12.624421,50.787945
30,16,8,0,19,1,3,2,7,0,0,1,1,0,0,0,0,13.111394,51.294526
24,16,8,0,13,4,3,0,6,0,0,1,1,0,0,0,0,12.745405,50.865115
11,16,8,0,12,1,3,8,1,0,0,1,0,0,0,0,0,12.933317,50.811595
26,16,8,0,14,2,2,3,2,0,0,1,0,0,0,0,1,14.993319,51.151425
27,16,8,0,8,6,3,5,3,0,0,1,1,0,0,0,0,13.569737,51.164894
13,16,8,0,19,7,3,0,1,2,0,1,0,0,0,0,0,12.301014,51.35481
13,16,8,0,9,4,2,0,4,0,0,1,0,1,0,0,0,12.408553,51.375495
13,16,8,0,15,3,3,5,3,0,0,1,1,0,0,0,0,12.370935,51.336419
13,16,8,0,16,7,3,1,5,0,0,1,1,0,0,0,0,12.332882,51.340523
22,16,8,0,15,6,3,0,1,0,0,1,0,0,0,0,0,13.402779,50.81233
13,16,8,0,20,5,3,2,6,1,1,1,1,0,0,0,0,12.401898,51.339137
21,16,8,0,9,7,3,2,6,0,0,1,1,0,0,0,0,12.769496,50.535317
12,16,8,0,12,4,3,5,3,0,0,1,1,0,0,0,0,13.714896,51.09549
12,16,8,0,20,3,3,3,6,1,0,1,1,0,0,0,0,13.765943,51.015717
13,16,8,0,16,2,3,5,3,0,0,1,1,0,0,0,0,12.32048,51.305555
22,16,8,0,20,1,2,0,1,0,0,1,0,0,0,0,0,13.298118,50.966416
13,16,8,0,19,4,2,3,2,0,0,1,1,0,0,0,0,12.378597,51.307766
13,16,8,0,9,2,3,3,5,0,0,1,1,0,0,0,0,12.385068,51.339067
25,16,8,0,20,5,3,5,3,0,0,1,1,0,0,0,0,14.428315,51.182384
12,16,8,0,11,2,3,4,6,0,0,1,0,0,0,0,0,13.802637,51.029893
12,16,8,0,13,2,3,0,6,0,0,1,0,0,0,0,1,13.807739,51.005641
12,16,8,0,16,5,3,0,7,0,0,1,1,0,0,0,0,13.723183,51.047693
13,16,8,0,14,4,2,0,2,0,0,1,0,0,0,0,1,12.406774,51.338112
30,16,8,0,6,3,3,0,3,0,0,1,1,0,0,0,0,12.341495,51.529253
27,16,8,0,13,4,3,5,2,0,0,1,1,0,0,0,0,13.576239,51.122449
29,16,8,0,15,1,3,0,3,0,0,1,1,0,0,0,0,12.362585,51.27934
13,16,8,0,15,4,3,5,2,0,1,1,1,0,0,0,0,12.400696,51.339285
28,16,8,0,19,7,3,5,3,0,0,1,1,0,0,0,0,13.866962,50.978844
12,16,8,0,13,4,3,0,1,0,0,1,0,0,0,0,0,13.728519,51.07643
22,16,8,0,12,4,3,5,3,0,1,1,1,0,0,0,0,13.341304,50.914115
27,16,8,0,13,2,3,5,3,0,0,1,1,0,0,0,0,13.589374,51.128574
12,16,8,0,14,6,3,5,3,0,0,1,1,0,0,0,0,13.688957,51.057946
12,16,8,0,1,7,3,5,3,2,0,1,0,0,0,0,1,13.7771,51.060081
28,16,8,0,16,3,3,6,7,0,0,1,0,1,0,0,0,13.938863,50.960823
29,16,8,0,18,7,3,0,7,0,0,1,0,0,0,0,0,12.79254,51.160411
13,16,8,0,21,5,3,0,1,2,1,1,0,0,0,0,0,12.315146,51.354626
22,16,8,0,22,7,3,0,1,2,0,1,0,0,0,0,0,13.237915,51.06753
13,16,8,0,15,6,3,5,2,0,0,1,1,0,0,0,0,12.43417,51.324737
12,16,8,0,11,5,3,0,7,0,0,1,1,0,0,0,0,13.763664,51.110518
13,16,8,0,10,4,3,5,3,0,0,1,1,0,0,0,0,12.392691,51.330619
12,16,8,0,23,3,3,5,2,2,1,1,0,0,1,0,0,13.749429,51.074528
22,16,8,0,11,4,3,5,3,0,0,1,1,0,0,0,0,13.343342,50.909985
12,16,8,0,15,2,3,0,3,0,0,1,1,0,0,0,0,13.78943,51.01816
24,16,8,0,21,6,3,3,6,1,0,1,1,0,0,0,0,12.464119,50.701223
26,16,8,0,17,4,3,4,2,0,0,1,1,0,0,0,0,14.80198,50.897669
13,16,8,0,7,3,3,6,7,0,0,1,0,0,0,0,1,12.373079,51.342902
13,16,8,0,10,1,2,5,3,0,0,1,1,0,0,0,0,12.401,51.376236
12,16,8,0,8,2,3,0,7,0,0,1,1,0,0,0,0,13.729503,51.076356
13,16,8,0,16,4,2,5,3,0,0,1,1,0,0,0,0,12.392678,51.33061
21,16,8,0,16,2,3,5,3,0,0,1,1,0,0,0,0,12.859714,50.77978
12,16,8,0,15,5,3,5,2,0,0,1,1,0,0,0,0,13.744562,51.037069
13,16,8,0,7,6,3,5,3,0,1,1,1,0,0,0,0,12.309352,51.330774
22,16,8,0,18,1,3,0,1,0,0,1,0,0,0,0,0,13.15766,50.965178
12,16,8,0,21,2,3,5,3,2,0,1,1,0,0,0,0,13.722576,51.087749
12,16,8,0,19,6,3,5,3,0,1,1,1,0,0,0,0,13.795815,50.990173
13,16,8,0,15,2,3,0,5,0,0,1,1,0,0,0,0,12.407558,51.373562
12,16,8,0,22,3,3,5,3,2,0,1,1,0,0,0,0,13.748959,51.033791
13,16,8,0,17,2,3,4,2,0,0,1,1,0,0,0,0,12.362825,51.367746
13,16,8,0,18,2,3,2,6,0,0,1,0,0,0,0,0,12.386004,51.295852
13,16,8,0,8,7,3,5,3,0,0,1,1,0,0,0,0,12.32683,51.312668
22,16,8,0,16,6,3,0,1,0,1,1,0,0,0,0,0,12.969258,50.990779
13,16,8,0,6,5,3,0,5,0,0,1,1,0,0,0,0,12.323888,51.343612
12,16,8,0,1,7,3,1,7,2,0,1,1,0,0,0,0,13.743427,51.048825
12,16,8,0,7,4,3,5,6,0,0,1,1,0,0,0,0,13.810201,51.032407
13,16,8,0,16,4,3,0,7,0,0,1,0,0,0,0,0,12.412366,51.393212
28,16,8,0,11,3,3,6,6,0,1,1,0,1,0,0,0,13.939331,50.961183
13,16,8,0,11,2,3,5,3,0,0,1,1,0,0,0,0,12.37603,51.35559
11,16,8,0,11,4,2,8,1,0,0,1,0,0,0,0,0,12.934502,50.820367
25,16,8,0,17,5,3,1,5,0,0,1,1,0,0,0,0,14.109089,51.283034
13,16,8,0,10,6,3,5,3,0,0,1,1,0,0,0,0,12.376821,51.320558
12,16,8,0,17,5,3,5,2,0,0,1,1,0,0,0,0,13.749394,51.035983
29,16,8,0,16,1,3,5,3,0,0,1,1,0,0,0,0,12.559347,51.056312
12,16,8,0,15,5,3,8,1,0,0,1,0,0,0,0,0,13.777706,50.993427
13,16,8,0,7,6,3,5,3,0,0,1,1,0,0,0,0,12.344835,51.339196
12,16,8,0,12,6,3,5,3,0,0,1,0,0,0,0,1,13.798177,51.0454
24,16,8,0,15,7,3,5,3,0,0,1,1,0,0,0,0,12.487705,50.686178
12,16,8,0,19,2,3,5,3,0,0,1,1,0,0,0,0,13.748748,51.048253
12,16,8,0,8,4,2,0,5,0,0,1,1,0,0,0,0,13.70319,51.046192
12,16,8,0,7,4,3,3,6,0,0,1,1,0,0,0,0,13.717658,51.087572
27,16,8,0,18,6,3,5,3,0,1,1,1,0,0,0,0,13.563763,51.163024
13,16,8,0,14,2,3,5,2,0,0,1,1,0,0,0,0,12.407331,51.345476
12,16,8,0,11,6,2,5,3,0,1,1,1,0,0,0,0,13.746122,51.060339
25,16,8,0,9,3,3,5,2,0,0,1,1,0,0,0,0,14.261596,51.440032
13,16,8,0,13,4,3,5,3,0,0,1,1,0,0,0,0,12.383801,51.395138
13,16,8,0,11,2,3,5,3,0,0,1,1,0,0,0,0,12.390263,51.303029
11,16,8,0,8,2,3,5,2,0,0,1,1,0,0,0,0,12.892842,50.795412
12,16,8,0,7,6,3,5,3,2,1,1,1,0,0,0,0,13.777098,51.060081
30,16,8,0,13,5,3,5,3,0,0,1,1,0,0,0,0,12.341084,51.524338
12,16,8,0,11,7,3,5,3,0,0,1,1,0,0,0,0,13.744189,51.063675
21,16,8,0,7,2,3,0,7,0,0,1,0,0,0,0,0,12.667151,50.599039
12,16,8,0,15,5,2,5,3,0,0,1,1,0,0,0,0,13.726579,51.031546
12,16,8,0,16,5,3,5,7,0,0,1,1,0,0,0,0,13.77575,51.050822
13,16,8,0,16,4,3,3,6,0,0,1,1,0,0,0,0,12.373711,51.331416
12,16,8,0,14,3,3,5,3,0,1,1,1,0,0,0,0,13.736456,51.043468
29,16,8,0,7,3,3,5,3,0,0,1,1,0,0,0,0,12.73684,51.375055
27,16,8,0,15,4,3,0,6,0,0,1,1,0,0,0,0,13.483181,51.160531
11,16,8,0,12,2,3,0,7,0,0,1,0,0,0,0,0,12.923364,50.844671
26,16,8,0,0,6,3,7,1,2,0,1,0,0,0,0,0,14.659239,51.065903
13,16,8,0,15,2,2,5,3,0,0,1,1,0,0,0,0,12.330766,51.337428
13,16,8,0,13,5,3,4,3,0,0,1,1,0,0,0,0,12.365641,51.332052
25,16,8,0,19,3,3,0,1,1,0,1,0,0,0,0,0,14.436702,51.18477
12,16,8,0,15,5,3,3,5,0,0,1,1,0,0,0,0,13.723526,51.118183
29,16,8,0,17,7,3,5,3,0,1,1,1,0,0,0,0,12.36773,51.274461
28,16,8,0,18,6,3,4,6,0,0,1,1,0,0,0,0,13.719024,50.979883
28,16,8,0,19,5,3,0,2,0,0,1,1,0,0,0,0,13.8692,50.970019
28,16,8,0,16,3,3,0,1,0,0,1,0,0,0,0,0,13.954331,50.87223
13,16,8,0,17,2,3,5,3,0,0,1,1,0,0,0,0,12.385618,51.324197
12,16,8,0,16,6,3,5,2,0,0,1,1,0,0,0,0,13.708904,51.047263
27,16,8,0,19,7,3,0,1,1,0,1,0,0,0,0,0,13.424406,51.19866
24,16,8,0,14,1,2,5,3,0,0,1,1,0,0,0,0,12.544343,50.823559
11,16,8,0,7,6,3,0,1,1,0,1,0,0,0,0,0,12.952046,50.862118
12,16,8,0,8,6,2,5,2,0,0,1,0,0,0,0,1,13.741103,51.019247
12,16,8,0,7,5,3,5,3,0,0,1,1,0,0,0,0,13.720005,51.029246
13,16,8,0,17,6,3,5,3,0,0,1,1,0,0,0,0,12.305516,51.351832
26,16,8,0,10,1,3,8,1,0,0,1,0,0,0,0,0,14.665326,51.093791
30,16,8,0,7,5,3,4,6,0,0,1,0,0,0,0,0,12.346489,51.522918
13,16,8,0,13,5,2,5,3,0,0,1,1,0,0,0,0,12.313808,51.304554
13,16,8,0,16,4,3,5,3,0,0,1,1,0,0,0,0,12.373361,51.353061
13,16,8,0,14,3,3,1,5,0,0,1,1,0,0,0,0,12.370913,51.307674
25,16,8,0,14,3,3,5,3,0,0,1,1,0,0,0,0,14.033108,51.144445
23,16,8,0,15,2,3,6,4,0,0,1,0,1,0,0,0,12.115229,50.51361
24,16,8,0,13,5,3,2,6,0,0,1,1,0,0,0,0,12.383672,50.802312
24,16,8,0,1,4,2,2,6,2,0,1,1,0,0,0,0,12.75614,50.806579
11,16,8,0,17,4,3,5,2,0,0,1,1,0,0,0,0,12.83364,50.813737
13,16,8,0,14,3,2,4,2,0,0,1,1,0,0,0,0,12.421684,51.332558
12,16,8,0,9,3,3,3,6,0,0,1,1,0,0,0,0,13.743574,51.053448
25,16,8,0,14,6,3,4,3,0,0,1,1,0,0,0,0,14.50258,51.099275
27,16,8,0,6,2,3,0,1,0,0,1,0,0,0,0,0,13.56844,51.160989
12,16,8,0,17,2,2,5,3,0,0,1,0,0,0,0,0,13.711322,51.117303
25,16,8,0,10,5,3,3,2,0,0,1,1,0,0,0,0,13.917973,51.11159
13,16,8,0,18,4,3,4,2,0,0,1,1,0,0,0,0,12.327154,51.329632
27,16,8,0,11,3,3,5,3,0,0,1,1,0,0,0,0,13.264492,51.310199
26,16,8,0,12,7,3,8,6,0,0,1,0,0,0,0,1,14.736816,50.949913
28,16,8,0,11,7,3,0,7,0,0,1,0,0,0,0,0,13.865269,50.969493
28,16,8,0,11,6,3,5,2,0,0,1,1,0,0,0,0,13.859619,50.986554
30,16,8,0,13,7,2,0,7,0,0,1,0,0,0,0,0,13.063096,51.234817
30,16,8,0,12,5,3,5,3,0,0,1,1,0,0,0,0,13.004136,51.560843
12,16,8,0,19,7,3,6,6,0,0,1,0,1,0,0,0,13.767629,51.056659
30,16,8,0,7,6,3,5,3,0,0,1,1,0,0,0,0,12.487477,51.374706
30,16,8,0,15,5,3,5,2,0,0,1,1,0,0,0,0,13.095533,51.299756
12,16,8,0,16,2,3,5,2,0,0,1,1,0,0,0,0,13.777308,51.058716
22,16,8,0,22,6,2,8,1,2,0,1,0,0,0,0,0,13.100012,51.021073
30,16,8,0,7,5,3,4,6,0,0,1,0,0,0,0,0,12.346642,51.522956
13,16,8,0,18,6,2,6,4,0,0,1,0,1,0,0,0,12.37367,51.3328
12,16,8,0,18,4,3,5,2,0,0,1,1,0,0,0,0,13.753326,51.050373
26,16,8,0,15,6,3,8,1,0,0,1,0,0,0,0,0,14.617731,50.984034
27,16,8,0,8,2,3,2,2,0,0,1,1,0,0,0,0,13.447668,51.41205
29,16,8,0,18,5,3,5,3,0,0,1,0,0,0,0,0,12.530276,51.086413
22,16,8,0,10,6,2,5,3,0,0,1,1,0,0,0,0,13.354956,50.909967
13,16,8,0,18,5,3,2,2,0,0,1,1,0,0,0,0,12.376433,51.310396
13,16,8,0,0,6,3,8,1,2,0,1,0,0,0,0,0,12.371513,51.337698
29,16,8,0,17,4,3,1,6,0,0,1,1,0,0,0,0,12.70939,51.238254
24,16,8,0,19,3,2,0,6,0,0,1,1,0,0,0,0,12.554759,50.816968
11,16,8,0,7,5,3,5,3,0,0,1,1,0,0,0,0,12.869566,50.819053
12,16,8,0,9,2,3,5,2,0,0,1,1,0,0,0,0,13.774733,51.04977
25,16,8,0,18,5,3,4,6,0,0,1,1,0,0,0,0,14.425375,51.183388
29,16,8,0,7,5,3,3,2,0,0,1,1,0,0,0,0,12.376905,51.28035
13,16,8,0,15,6,3,5,3,0,0,1,0,0,0,0,1,12.327638,51.303632
25,16,8,0,14,3,3,5,3,0,0,1,1,0,0,0,0,14.433697,51.183512
29,16,8,0,8,2,3,5,1,0,0,1,1,0,0,0,0,12.263692,51.164236
12,16,8,0,14,7,3,4,6,0,0,1,1,0,0,0,0,13.775323,51.032942
12,16,8,0,23,6,3,0,1,2,0,1,0,0,0,0,0,13.78926,51.04544
28,16,8,0,19,3,3,8,5,1,0,1,0,0,0,0,1,13.945674,50.959746
13,16,8,0,7,4,2,5,3,0,0,1,1,0,0,0,0,12.375832,51.334318
13,16,8,0,12,6,3,5,3,0,0,1,1,0,0,0,0,12.356004,51.343695
11,16,8,0,7,6,3,1,6,0,0,1,1,0,0,0,0,12.906816,50.83596
29,16,8,0,14,5,3,4,2,0,0,1,1,0,0,0,0,12.365891,51.285542
13,16,8,0,15,5,3,5,3,0,0,1,1,0,0,0,0,12.383596,51.374053
11,16,8,0,16,5,3,5,3,0,0,1,1,0,0,0,0,12.833585,50.813706
12,16,8,0,10,5,3,1,5,0,0,1,0,0,0,0,1,13.835983,51.002498
13,16,8,0,11,5,3,6,4,0,0,1,0,1,0,0,0,12.37359,51.320544
13,16,8,0,13,6,3,5,3,0,0,1,1,0,0,0,0,12.432403,51.308149
13,16,8,0,7,4,3,5,3,0,0,1,1,0,0,0,0,12.403112,51.345707
25,16,8,0,7,3,3,0,6,0,0,1,1,0,0,0,0,13.924697,51.118692
13,16,8,0,10,3,3,4,6,0,0,1,0,0,0,0,0,12.380996,51.330759
12,16,8,0,16,3,3,5,3,0,0,1,0,0,0,0,0,13.806382,51.037759
28,16,8,0,16,2,2,4,6,0,0,1,0,0,0,0,0,13.937641,50.96415
12,16,8,0,18,2,3,1,7,0,0,1,1,0,0,0,0,13.702044,51.033284
12,16,8,0,21,1,2,0,1,2,0,1,0,0,0,0,0,13.812956,51.045922
13,16,8,0,11,5,3,1,5,0,0,1,1,0,0,0,0,12.342282,51.328196
13,16,8,0,8,5,3,5,3,0,0,1,1,0,0,0,0,12.375034,51.393124
28,16,8,0,22,3,2,8,1,2,0,1,0,0,0,0,0,13.951796,51.006271
13,16,8,0,20,2,3,5,3,1,0,1,1,0,0,0,0,12.268248,51.307908
13,16,8,0,7,5,2,5,3,0,0,1,1,0,0,0,0,12.317736,51.350116
28,16,8,0,14,6,2,4,1,0,0,1,0,0,0,1,0,13.6744,51.006022
28,16,8,0,18,3,2,8,1,0,0,1,0,0,0,0,0,13.63384,50.756118
11,16,8,0,13,1,3,5,3,0,1,1,1,0,0,0,0,12.907685,50.793793
26,16,8,0,10,5,3,2,6,0,0,1,1,0,0,0,0,14.615791,51.000645
13,16,8,0,14,4,3,5,3,0,0,1,1,0,0,0,0,12.367452,51.367234
12,16,8,0,17,6,3,2,6,0,0,1,1,0,0,0,0,13.866624,50.998658
23,16,8,0,17,4,3,6,3,0,0,1,0,1,0,0,0,12.393513,50.506527
22,16,8,0,19,5,3,0,6,0,0,1,0,0,0,0,1,13.348505,50.911786
13,16,8,0,15,6,2,5,3,0,0,1,1,0,0,0,0,12.443859,51.331471
30,16,8,0,13,5,3,5,3,0,0,1,1,0,0,0,0,12.332665,51.523895
13,16,8,0,18,5,3,4,2,0,0,1,1,0,0,0,0,12.451636,51.313904
12,16,8,0,18,3,3,2,6,0,0,1,1,0,0,0,0,13.787014,51.032376
25,16,8,0,6,5,3,5,3,0,0,1,1,0,0,0,0,14.240531,51.432426
30,16,8,0,8,2,3,5,3,0,0,1,1,0,0,0,0,12.245909,51.388989
13,16,8,0,18,4,3,5,2,0,0,1,1,0,0,0,0,12.373404,51.320595
26,16,8,0,12,3,3,0,1,0,0,1,0,0,0,0,0,14.983894,51.158511
30,16,8,0,18,2,3,3,2,0,0,1,1,0,0,0,0,12.336323,51.528151
13,16,8,0,22,4,3,0,7,2,0,1,0,0,0,0,0,12.373344,51.336672
12,16,8,0,16,5,3,5,3,0,0,1,1,0,0,0,0,13.791452,51.013322
12,16,8,0,22,5,2,5,3,2,0,1,1,0,0,0,0,13.740684,51.04727
12,16,8,0,13,6,3,5,2,0,0,1,1,0,0,0,0,13.748895,51.037493
13,16,8,0,7,4,3,0,1,0,0,1,0,0,0,0,0,12.407705,51.339352
